Day fraction since midnight on 8/7/2024,raw (L/min),filter (volts),sludge (volts),turbidityInfluent (NTU),turbidityEffluent (NTU),turbidityClarified (NTU),turbidityTubeSettler (),coagulantDoseController (rpm),masterflexPumpController (),coagulantDose(mg/L) (),coagDoseToFlow(mL/s) (),setGlobalVariables (),flocculatedTurbidity (NTU),flocSaturation (),tubeSettlerController (),shiftedInfluent (NTU),DOM (mg/L)
0.39873421,29.91118431,0.55362278,0.402127,24.70352936,0.27975926,0.34676608,2.11234212,5.59983558,0.63157895,2.7835258,0.0194828,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39879208,29.92881775,0.55381626,0.39949825,24.82610893,0.2761918,0.34696493,2.10971999,5.59091021,0.63157895,2.7835258,0.01959734,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39884994,29.95381927,0.55378574,0.40449533,24.77114868,0.27508757,0.34696493,2.0983417,5.56592002,0.63157895,2.7835258,0.01950363,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39890781,29.85410309,0.55385733,0.40071237,24.77114868,0.27508757,0.36680311,2.11192107,5.5971277,0.63157895,2.77893177,0.01949431,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39896569,29.97442627,0.55366564,0.39911333,24.60248947,0.28480124,0.37131304,2.09323263,5.59356316,0.63157895,2.77893177,0.01945272,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39902357,29.8968792,0.55331999,0.39901775,24.59343719,0.28889793,0.37040809,2.09323263,5.58940488,0.63157895,2.77893177,0.01949431,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39908143,29.97685623,0.55299646,0.40276062,24.80184555,0.28318143,0.37503016,2.04745722,5.6161361,0.63157895,2.77893177,0.01958579,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39913929,29.96106529,0.55344307,0.39914128,24.78636551,0.28450751,0.37503016,2.02150965,5.57871304,0.63157895,2.77893177,0.0195941,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39919717,29.98793602,0.55346507,0.39711735,24.81307602,0.28871694,0.3875528,2.01533341,5.54544718,0.63157895,2.77893177,0.01949223,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39925504,30.00288963,0.55338907,0.40007731,24.70281601,0.29508075,0.3875528,2.01533341,5.5579213,0.63157895,2.77893177,0.0193654,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39931291,29.894701,0.55351132,0.40022191,24.68357277,0.29286885,0.38755999,2.04856825,5.53594245,0.63157895,2.77893177,0.01965648,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39937079,29.82060242,0.55337012,0.40051201,24.79716873,0.29286885,0.40429682,2.04856825,5.5828706,0.63157895,2.77893177,0.0194652,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39942865,29.89095116,0.55364907,0.39904505,24.79716873,0.29090014,0.41349131,2.04091907,5.59237569,0.63157895,2.77893177,0.01945272,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39948652,29.83307838,0.55362022,0.4002676,24.63840485,0.30675337,0.41635522,2.01391125,5.55316929,0.63157895,2.77893177,0.01939451,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39954439,29.86106873,0.55360895,0.40075487,24.44832611,0.30339426,0.41899383,1.97257316,5.53297235,0.63157895,2.77893177,0.01954213,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39960227,29.90739632,0.55345321,0.39633483,24.38719559,0.30386525,0.42007363,1.96439254,5.60894691,0.63157895,2.77713659,0.01947548,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39966013,29.86795235,0.55366141,0.39711896,24.38719559,0.30763298,0.41480002,1.98721516,5.56976584,0.63157895,2.77713659,0.01936951,1.0,0.0,0.0,15.78947368,0.0,0.0
0.399718,29.8256588,0.5537802,0.39917746,24.48314667,0.29821074,0.41506276,1.98024452,5.5602676,0.63157895,2.77713659,0.01935913,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39977589,29.86263084,0.55386603,0.3980732,24.42529869,0.29821074,0.43115035,2.03992152,5.54127077,0.63157895,2.77713659,0.0193612,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39983375,29.80598259,0.55399007,0.39835611,24.50942993,0.29309803,0.43280366,2.03581071,5.56917249,0.63157895,2.77713659,0.01931134,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39989161,29.83625031,0.55341905,0.3973704,24.50942993,0.29358596,0.43365657,2.04092121,5.5442393,0.63157895,2.77713659,0.01934458,1.0,0.0,0.0,15.78947368,0.0,0.0
0.39994948,29.87317085,0.55353767,0.39663997,24.50942999,0.30150533,0.45134774,2.04534912,5.53770924,0.63157895,2.77713659,0.01949003,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40000736,29.87638855,0.55349803,0.40158379,24.60088348,0.30706501,0.4594709,2.02531767,5.56739137,0.63157895,2.77713659,0.01942146,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40006523,29.84837341,0.55379683,0.40153933,24.51280212,0.30413008,0.4663671,2.04188037,5.53830259,0.63157895,2.77713659,0.01935913,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40012309,29.8610878,0.55369025,0.3983711,24.46956635,0.30413008,0.4832612,2.04188037,5.54127077,0.63157895,2.77713659,0.0194734,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40018096,29.76019859,0.55385947,0.39872244,24.54467773,0.29980609,0.48765436,2.02950716,5.49793481,0.63157895,2.77713659,0.01925939,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40023885,29.87740517,0.55381835,0.39748317,24.49426651,0.29267129,0.49775764,2.02950716,5.57035919,0.63157895,2.77713659,0.01939237,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40029672,29.81637573,0.55384767,0.39845851,24.58897209,0.29803368,0.50097787,2.02950999,5.49199982,0.63157895,2.76607466,0.0194455,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40035458,29.90057564,0.55370325,0.40329573,24.58897209,0.29353869,0.50097787,2.08045006,5.53161581,0.63157895,2.76607466,0.01930685,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40041246,29.76629448,0.55365038,0.39936376,24.34934235,0.29609632,0.52875853,2.10002494,5.52156371,0.63157895,2.76607466,0.01915164,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40047032,29.67063522,0.55372632,0.39963654,24.41431427,0.29942694,0.52501768,2.12133908,5.48904381,0.63157895,2.76607466,0.01936066,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40052818,29.72638321,0.5532884,0.39917195,24.33952713,0.29942694,0.52796251,2.12133908,5.50086923,0.63157895,2.76607466,0.01948068,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40058606,29.79626656,0.55250889,0.39984715,24.43053436,0.29942999,0.526586,2.08237028,5.53811986,0.63157895,2.76607466,0.01978904,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40064393,29.99042511,0.55180389,0.40252745,24.35699463,0.30634308,0.53508168,2.08785796,5.56650179,0.63157895,2.76607466,0.01943516,1.0,0.0,0.0,15.78947368,0.0,0.0
0.4007018,30.04102325,0.55125093,0.40163788,24.50849533,0.30608156,0.54507768,2.08785796,5.53811986,0.63157895,2.76607466,0.01939998,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40075967,29.93546295,0.55131739,0.40056235,24.58985901,0.31039712,0.5717786,2.1092577,5.51387733,0.63157895,2.76607466,0.0193172,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40081754,29.81253433,0.55137068,0.40103832,24.38313675,0.31951323,0.67046863,2.1092577,5.52097273,0.63157895,2.76607466,0.01929857,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40087542,29.81102753,0.55001211,0.40116823,24.3878212,0.33849356,0.8316679,2.05042887,5.50441728,0.63157895,2.76607466,0.01945585,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40093328,29.85968208,0.55117732,0.4004204,24.37478447,0.64159948,0.8316679,2.03090286,5.51683369,0.63157895,2.76607466,0.0192696,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40099115,29.85660362,0.55111122,0.39808744,24.44487762,0.51345402,0.90237272,2.03090286,5.48667007,0.63157895,2.7636877,0.01942666,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40104902,29.83905029,0.5512225,0.3993955,24.51879692,0.4331643,0.90248942,1.98880947,5.5073467,0.63157895,2.7636877,0.01940391,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40110689,29.87117767,0.55144101,0.40379572,24.51879692,0.39685673,0.88206255,1.95741665,5.50262075,0.63157895,2.7636877,0.01926331,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40116476,29.87323761,0.55123693,0.39768875,24.48391724,0.42020467,0.88206255,1.9341675,5.55933491,0.63157895,2.7636877,0.01942459,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40122264,29.88850403,0.55145788,0.40015027,24.41363144,0.37928706,0.90706199,1.94456637,5.55874372,0.63157895,2.7636877,0.01933154,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40128051,29.8119278,0.5518049,0.39971456,24.39666176,0.36102653,0.87072277,1.94456637,5.52861486,0.63157895,2.7636877,0.01934395,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40133837,29.74027824,0.55193365,0.39858794,24.42879677,0.36102653,0.87246978,1.96370089,5.52920534,0.63157895,2.7636877,0.01929432,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40139624,29.82935143,0.55208677,0.39835796,24.32502747,0.33262935,0.97227061,1.99730265,5.47071939,0.63157895,2.7636877,0.01951763,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40145411,29.84821701,0.55191469,0.39765522,24.32502747,0.33262935,1.020401,1.99730265,5.5073467,0.63157895,2.7636877,0.01924056,1.0,0.0,0.0,15.78947368,0.0,0.0
0.401512,29.81210136,0.5521884,0.39746949,24.32470894,0.316843,1.0589838,2.02597022,5.50675622,0.63157895,2.7636877,0.01931087,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40156986,29.86962318,0.55242014,0.39973757,24.21174622,0.31757829,1.05587375,2.01040077,5.54988231,0.63157895,2.7636877,0.01937083,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40162773,30.0750885,0.55215651,0.40192688,24.13834763,0.31757829,1.0348351,2.01040077,5.59419007,0.63157895,2.7636877,0.01962515,1.0,0.0,0.0,15.78947368,0.0,0.0
0.4016856,30.08541107,0.55237818,0.40017962,24.13834763,0.32684758,1.01607203,1.99212515,5.59042809,0.63157895,2.76037149,0.0195665,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40174346,30.15592003,0.55025697,0.39733344,24.28383255,0.3238301,1.01607203,1.96892798,5.56151527,0.63157895,2.76037149,0.01938476,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40180133,30.12137794,0.54833758,0.40055013,24.22980881,0.34099475,1.01607999,1.95233023,5.61816066,0.63157895,2.76037149,0.01969248,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40185921,30.14532471,0.54958862,0.39726341,24.12718582,0.33137047,1.00650454,1.93388832,5.56033467,0.63157895,2.76037149,0.0195665,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40191708,30.15865517,0.54910547,0.39716646,24.12718582,0.32608208,1.01842523,1.95595491,5.53850226,0.63157895,2.76037149,0.01948389,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40197495,29.99809837,0.54915082,0.39734253,24.29679108,0.32814229,1.14626122,1.92986882,5.56269481,0.63157895,2.76037149,0.01932074,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40203282,29.80585289,0.54880875,0.39744687,24.30401993,0.33012283,1.19403744,1.90336692,5.50427904,0.63157895,2.76037149,0.01919063,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40209069,29.74646378,0.54915124,0.40130484,24.36473274,0.34190631,1.22971201,1.90336692,5.51490019,0.63157895,2.76037149,0.01915552,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40214855,29.73080826,0.54926306,0.39985466,24.57235336,0.34121007,1.26783359,1.86832321,5.49719793,0.63157895,2.76037149,0.01920509,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40220644,29.76129341,0.54963595,0.39931381,24.57235336,0.34214047,1.3322196,1.85217893,5.48480677,0.63157895,2.76037149,0.01922161,1.0,0.0,0.0,15.78947368,0.0,0.0
0.4022643,29.78809738,0.54989749,0.39746541,24.41929626,0.34214047,1.34328151,1.85217893,5.5461735,0.63157895,2.76037149,0.01929182,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40232218,29.82412338,0.54965007,0.39855203,24.47206688,0.34214999,1.33448863,1.84663355,5.48598666,0.63157895,2.76037149,0.01930628,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40238004,29.73511696,0.54921162,0.40153775,24.42041779,0.37415349,1.39742267,1.84856117,5.4953372,0.63157895,2.75795681,0.01928939,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40243792,29.73968506,0.54944974,0.39751711,24.20290184,0.36496681,1.42963588,1.84501064,5.52009819,0.63157895,2.75795681,0.01920892,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40249578,29.70215225,0.54930234,0.39722437,24.13665581,0.36771697,1.46478856,1.86956346,5.43756179,0.63157895,2.75795681,0.01913464,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40255365,29.68184471,0.54981548,0.40101975,24.17240906,0.36771697,1.46478856,1.87658012,5.47470274,0.63157895,2.75795681,0.01917797,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40261152,29.69281578,0.54970133,0.40408581,24.17712212,0.36943981,1.47625768,1.88170278,5.51479244,0.63157895,2.75795681,0.01921098,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40266939,29.62729454,0.5500955,0.40136954,24.17712212,0.36943981,1.48026562,1.86771381,5.46114321,0.63157895,2.75795681,0.01905004,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40272726,29.62087822,0.55010259,0.40050185,24.17712999,0.36943999,1.48026562,1.86719692,5.41928541,0.63157895,2.75795681,0.01907892,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40278514,29.69958115,0.5505566,0.40022916,24.17712999,0.38620883,1.49760866,1.87464535,5.48708341,0.63157895,2.75795681,0.01934717,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40284301,29.71577835,0.55071497,0.39636639,24.17712999,0.38450614,1.58114576,1.84730184,5.50182216,0.63157895,2.75795681,0.0191986,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40290087,29.72997856,0.55106026,0.39851484,24.2179451,0.39899698,1.58130908,1.84992754,5.4334349,0.63157895,2.75795681,0.01910368,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40295874,29.68735695,0.5513913,0.39651576,24.23492432,0.39530385,1.58130908,1.84992754,5.46998625,0.63157895,2.75795681,0.01920479,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40301661,29.67123795,0.55151582,0.39599481,24.25317001,0.38912505,1.52227509,1.86136305,5.47647156,0.63157895,2.75795681,0.01920892,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40307448,29.67480278,0.55181456,0.39591429,24.25317001,0.38912505,1.44625795,1.86136305,5.4809722,0.63157895,2.75163311,0.01926781,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40313236,29.64401627,0.55195796,0.39997178,24.66312027,0.4006145,1.42088795,1.93467319,5.44273989,0.63157895,2.75163311,0.01903518,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40319023,29.61706734,0.55213147,0.39677316,24.51634789,0.4006145,1.37520885,1.96517932,5.49920597,0.63157895,2.75163311,0.01917928,1.0,0.0,0.0,15.78947368,0.0,0.0
0.4032481,29.70002937,0.55222827,0.39929053,24.36424065,0.45048666,1.37520885,1.94675767,5.47156119,0.63157895,2.75163311,0.01920811,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40330596,29.66546059,0.55251896,0.40337995,24.35845375,0.50232536,1.37520999,1.94675767,5.49156007,0.63157895,2.75163311,0.01906812,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40336384,29.58292007,0.55257589,0.39801508,24.35845375,0.48277274,1.37520999,1.87651718,5.42391752,0.63157895,2.75163311,0.01908664,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40342171,29.68613815,0.55140036,0.3982349,24.35845999,0.45666581,1.29852188,1.88187802,5.48273696,0.63157895,2.75163311,0.01917517,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40347958,29.80924225,0.54865021,0.39878103,24.37127686,0.46921122,1.29480469,1.89473832,5.48861845,0.63157895,2.75163311,0.01920605,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40353746,29.79945374,0.54938418,0.39615583,24.22583771,0.46167502,1.41826642,1.89147222,5.49391274,0.63157895,2.75163311,0.01930898,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40359532,29.81495857,0.54883814,0.39864677,24.08374405,0.46382961,1.41489089,1.89981973,5.49920597,0.63157895,2.75163311,0.01940986,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40365319,29.80456924,0.54901344,0.39974186,24.17655182,0.50095665,1.47190297,1.90656865,5.48861845,0.63157895,2.75163311,0.01910929,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40371107,29.7572937,0.54877836,0.39831021,24.09301949,0.50786257,1.44309425,1.89589536,5.53038028,0.63157895,2.75163311,0.01928016,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40376894,29.77815628,0.54882234,0.39926982,24.08654594,0.49449274,1.43067193,1.86837041,5.48743803,0.63157895,2.75724622,0.01919572,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40382681,29.76725006,0.54913384,0.3962259,24.18790817,0.48274335,1.41786885,1.84771717,5.48684892,0.63157895,2.75724622,0.01933806,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40388467,29.77066612,0.54932606,0.39814273,24.03184509,0.49302372,1.39305365,1.86757934,5.48979549,0.63157895,2.75724622,0.01910908,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40394254,29.77552032,0.54926401,0.39993882,24.03184509,0.48550603,1.36853838,1.88465011,5.51042392,0.63157895,2.75724622,0.01931537,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40400041,29.78957939,0.54979014,0.40455386,24.11833191,0.48550603,1.36853838,1.88465011,5.46327287,0.63157895,2.75724622,0.01920397,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40405828,29.82997513,0.54995328,0.39810228,24.07740784,0.48322192,1.3768121,1.88330162,5.4992257,0.63157895,2.75724622,0.01932362,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40411615,29.77450752,0.55029613,0.3973881,24.07740784,0.49461529,1.35652876,1.9050976,5.47211363,0.63157895,2.75724622,0.01930505,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40417402,29.72353172,0.55107969,0.4016636,24.11739349,0.49852315,1.42101192,1.90064204,5.54401999,0.63157895,2.75724622,0.01936281,1.0,0.0,0.0,15.78947368,0.0,0.0
0.4042319,29.73242378,0.55111611,0.40347782,24.19130325,0.50594747,1.37298512,1.89614856,5.47977547,0.63157895,2.75724622,0.01949483,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40428976,29.77298355,0.55139744,0.40148288,24.24863625,0.5140838,1.34969425,1.89614856,5.51337154,0.63157895,2.75724622,0.01908638,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40434764,29.713274,0.55150628,0.40241629,24.11320305,0.5140838,1.34969425,1.93366754,5.43498189,0.63157895,2.75724622,0.01912558,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40440551,29.63254929,0.55217141,0.39801848,24.05717087,0.51408999,1.28815448,1.94497955,5.51396065,0.63157895,2.75724622,0.0191524,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40446337,29.67229843,0.55221349,0.40015304,23.96714401,0.53463995,1.29506052,1.91871369,5.46135653,0.63157895,2.74650122,0.01902845,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40452124,29.74709511,0.55230445,0.39933231,23.93341255,0.53230268,1.31670201,1.87923992,5.45020195,0.63157895,2.74650122,0.01924215,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40457911,29.78899384,0.55257565,0.40354139,23.96934128,0.53230268,1.3069365,1.85510576,5.47838198,0.63157895,2.74650122,0.01912708,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40463699,29.80516052,0.55303615,0.40307087,24.21097565,0.53258073,1.30219924,1.856336,5.44785368,0.63157895,2.74650122,0.01913324,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40469486,29.79645729,0.55304962,0.40306947,24.27325058,0.54424047,1.28352153,1.86030161,5.47779518,0.63157895,2.74650122,0.01934283,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40475273,29.78349304,0.55318987,0.40146741,24.26463699,0.5538491,1.28352153,1.85995209,5.53239517,0.63157895,2.74650122,0.01910653,1.0,0.0,0.0,15.78947368,0.0,0.0
0.4048106,29.85219765,0.55326444,0.40363041,24.16930389,0.54227519,1.26379895,1.876212,5.47662121,0.63157895,2.74650122,0.01918461,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40486846,29.74888611,0.55357617,0.39963076,24.16930389,0.53790587,1.27220535,1.86932576,5.44726582,0.63157895,2.74650122,0.01913324,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40492633,29.62185097,0.55366546,0.40278018,24.03293228,0.53542364,1.27288532,1.84382212,5.46135653,0.63157895,2.74650122,0.01923598,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40498421,29.66317177,0.55381191,0.40048087,24.03293228,0.53542364,1.2660687,1.84382212,5.43141433,0.63157895,2.74650122,0.01924009,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40504209,29.89646721,0.55397433,0.40092525,24.08811188,0.53699905,1.26146162,1.8167659,5.50715058,0.63157895,2.74650122,0.01944763,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40509994,29.90188408,0.55389994,0.39940119,24.13948059,0.53699905,1.25456309,1.80431783,5.48249173,0.63157895,2.74650122,0.01921954,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40515782,29.81337166,0.55331814,0.4005838,24.06912613,0.52299309,1.25318587,1.79985964,5.48497603,0.63157895,2.74627499,0.01918098,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40521569,29.78691864,0.55421519,0.40117374,24.86595917,0.5363189,1.24205887,1.82302654,5.50141297,0.63157895,2.74627499,0.01922412,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40527356,29.77231407,0.55441147,0.40652686,24.43741417,0.53211433,1.24205887,1.84708917,5.47851819,0.63157895,2.74627499,0.01913578,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40533143,29.83336449,0.55493903,0.40067047,24.40289497,0.52977848,1.22529709,1.91270673,5.50728371,0.63157895,2.74627499,0.01931042,1.0,0.0,0.0,15.78947368,0.0,0.0
0.4053893,29.87745667,0.55485702,0.39965546,24.28540421,0.52126276,1.25607753,1.89613926,5.46090668,0.63157895,2.74627499,0.01926111,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40544718,29.86116219,0.55393225,0.39809889,24.22758484,0.52822137,1.25607753,1.89155161,5.47206069,0.63157895,2.74627499,0.01926933,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40550504,29.81678009,0.55404645,0.39881939,23.96387672,0.52822137,1.2369113,1.91356051,5.47206069,0.63157895,2.74627499,0.01918303,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40556291,29.73608971,0.5550195,0.39801747,23.91909599,0.52822999,1.23797238,1.93930829,5.43918611,0.63157895,2.74627499,0.0191892,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40562078,29.64596367,0.55424643,0.40135232,24.14476585,0.54767442,1.2231127,1.90469158,5.4826276,0.63157895,2.74627499,0.01904948,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40567865,29.68842125,0.55546492,0.40055907,24.19760132,0.5541966,1.22804713,1.89680898,5.44035963,0.63157895,2.74627499,0.01902688,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40573653,29.68691444,0.55696315,0.40248412,24.00852585,0.56057227,1.20462799,1.87753141,5.50199973,0.63157895,2.74627499,0.01927344,1.0,0.0,0.0,15.78947368,0.0,0.0
0.4057944,29.7789135,0.55716133,0.40101513,23.98080826,0.55774623,1.20496941,1.87033284,5.44329552,0.63157895,2.74627499,0.01911523,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40585228,29.7395134,0.55632728,0.40049151,24.02491379,0.55774623,1.20860183,1.87033284,5.47772179,0.63157895,2.75177332,0.01916173,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40591013,29.82066345,0.55332083,0.39678276,24.05310822,0.55218369,1.21009171,1.84408915,5.50595696,0.63157895,2.75177332,0.01916997,1.0,0.0,0.0,15.78947368,0.0,0.0
0.405968,29.79534721,0.55487543,0.39960781,24.15322876,0.54934663,1.21166885,1.81298506,5.47478107,0.63157895,2.75177332,0.01911232,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40602589,29.74131775,0.55542058,0.40141651,23.9930191,0.54240167,1.19749856,1.79032409,5.47654592,0.63157895,2.75177332,0.01911438,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40608375,29.74104118,0.5553872,0.40528697,23.9930191,0.54123604,1.17437768,1.79032409,5.5212506,0.63157895,2.75177332,0.01926467,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40614162,29.70969391,0.5554567,0.40154499,23.95430374,0.55481333,1.15902126,1.78160679,5.48772191,0.63157895,2.75177332,0.01907938,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40619948,29.67218399,0.55538017,0.39657873,23.94960213,0.55481333,1.14471555,1.78160679,5.44889902,0.63157895,2.75177332,0.01921732,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40625735,29.76305771,0.55532515,0.40209806,24.07695198,0.57714313,1.12294006,1.76997101,5.45831122,0.63157895,2.75177332,0.01914732,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40631523,29.70188332,0.55540794,0.40241912,24.11512566,0.58603817,1.20671773,1.76997101,5.48242841,0.63157895,2.75177332,0.01907938,1.0,0.0,0.0,15.78947368,0.0,0.0
0.4063731,29.7491436,0.55590397,0.40050441,24.14639664,0.58603817,1.16210842,1.75486887,5.4847812,0.63157895,2.75177332,0.0192482,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40643097,29.77503204,0.55563861,0.40506458,24.22140884,0.59025478,1.12512493,1.75486887,5.47654592,0.63157895,2.75177332,0.01927291,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40648884,29.778162,0.5556618,0.40091699,24.16767502,0.59028703,1.1056546,1.75486999,5.49125162,0.63157895,2.75177332,0.01911026,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40654672,29.80729103,0.55560231,0.3994534,24.00498199,0.59942687,1.10502052,1.76948535,5.49597623,0.63157895,2.74443965,0.01930368,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40660458,29.71345329,0.55578536,0.39750594,23.98501968,0.59505141,1.09076273,1.76948535,5.48658982,0.63157895,2.74443965,0.01911477,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40666246,29.72686195,0.55568027,0.3977932,23.93256569,0.57929093,1.09144008,1.80445969,5.49245663,0.63157895,2.74443965,0.01904085,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40672033,29.7127552,0.5556221,0.3968426,23.93256569,0.56855226,1.08897436,1.82339394,5.42733743,0.63157895,2.74443965,0.01905318,1.0,0.0,0.0,15.78947368,0.0,0.0
0.40677821,29.74991989,0.55547112,0.40060902,24.0662117,0.55411536,1.11241734,1.82193267,5.49715001,0.63157895,2.74443965,0.01912709,1.0,0.0,0.0,15.78947368,0.0,0.0
