Day fraction since midnight on 8/7/2024,raw (L/min),filter (volts),sludge (volts),turbidityInfluent (NTU),turbidityEffluent (NTU),turbidityClarified (NTU),turbidityTubeSettler (),coagulantDoseController (rpm),masterflexPumpController (),coagulantDose(mg/L) (),coagDoseToFlow(mL/s) (),setGlobalVariables (),flocculatedTurbidity (NTU),flocSaturation (),tubeSettlerController (),shiftedInfluent (NTU),DOM (mg/L)
0.46067382,30.99772263,0.56800276,0.39837033,22.15282249,0.50472057,1.0615623,1.37471461,5.71596622,0.63157895,2.75518177,0.01998939,1.0,12.25470771,0.98159311,15.78947368,23.04953207,-0.00355431
0.46073168,30.932127,0.56792593,0.39601707,21.99811935,0.49860355,1.05018818,1.35083914,5.65693071,0.63157895,2.7380105,0.01982179,1.0,12.22169582,0.98224328,15.78947368,22.97030477,-0.00627296
0.46078956,31.01646614,0.56810737,0.39652023,22.02036476,0.50069916,1.03717232,2.2523725,5.67800022,0.63157895,2.7380105,0.01999181,1.0,12.22169582,0.98224328,15.78947368,22.97030477,-0.00627296
0.46084743,31.0514679,0.56803721,0.39717263,22.01916122,0.50069916,1.02927983,2.2523725,5.74823496,0.63157895,2.7380105,0.01995699,1.0,12.22169582,0.98224328,15.78947368,22.97030477,-0.00627296
0.4609053,31.07495308,0.56819969,0.39835247,22.01916122,0.50069999,1.02985251,1.94660103,5.71487327,0.63157895,2.7380105,0.02009629,1.0,12.22169582,0.98224328,15.78947368,22.97030477,-0.00627296
0.46096316,31.06182861,0.56809199,0.39563543,22.20110512,0.50069999,1.04540122,2.61215901,5.6908767,0.63157895,2.7380105,0.01999591,1.0,12.22169582,0.98224328,15.78947368,22.97030477,-0.00627296
0.46102105,31.1234684,0.56800163,0.39576092,22.16237259,0.49894139,1.04540122,2.61215901,5.70082681,0.63157895,2.7380105,0.01983818,1.0,12.22169582,0.98224328,15.78947368,22.97030477,-0.00627296
0.46107891,31.02661896,0.56801176,0.39553946,22.16237259,0.50457644,1.05847049,2.42185068,5.67565921,0.63157895,2.7380105,0.01992831,1.0,12.22169582,0.98224328,15.78947368,22.97030477,-0.00627296
0.46113679,31.08162308,0.56804222,0.39607427,22.16237999,0.50457644,1.04830015,2.24667001,5.71545896,0.63157895,2.7380105,0.01994265,1.0,12.22169582,0.98224328,15.78947368,22.97030477,-0.00627296
0.46119465,31.02116013,0.5679372,0.39689443,22.28070259,0.52079201,1.04830015,2.33929706,5.6762449,0.63157895,2.7380105,0.0197419,1.0,12.22169582,0.98224328,15.78947368,22.97030477,-0.00627296
0.46125253,30.92324066,0.56813174,0.39774173,22.28070259,0.52079201,1.05381644,1.89402759,5.64346925,0.63157895,2.7380105,0.01981974,1.0,12.22169582,0.98224328,15.78947368,22.97030477,-0.00627296
0.46131041,30.96580696,0.56802243,0.39695507,22.11435699,0.51801711,1.04863334,1.63217103,5.68970636,0.63157895,2.7380105,0.0198771,1.0,12.22169582,0.98224328,15.78947368,22.97030477,-0.00627296
0.46136826,30.97315788,0.56804204,0.39976922,22.22221375,0.51447177,1.05411971,1.50297892,5.64346925,0.63157895,2.7380105,0.01976034,1.0,12.22169582,0.98224328,15.78947368,22.97030477,-0.00627296
0.46142613,30.89150047,0.5680086,0.39795929,22.06453323,0.51447177,1.05188096,1.41007054,5.63887234,0.63157895,2.7258859,0.01974625,1.0,12.26396349,0.98199818,15.78947368,23.05856248,-0.00558005
0.46148401,30.92819214,0.5678997,0.39624748,21.9847641,0.50008136,1.03959,1.41007054,5.6884012,0.63157895,2.7258859,0.01985026,1.0,12.26396349,0.98199818,15.78947368,23.05856248,-0.00558005
0.46154188,31.02958298,0.56805462,0.39568776,22.14732552,0.4999027,1.04808116,1.32588899,5.65751894,0.63157895,2.7258859,0.01982375,1.0,12.26396349,0.98199818,15.78947368,23.05856248,-0.00558005
0.46159976,31.15029144,0.56815463,0.39564636,22.14732552,0.4999027,1.05165064,1.32513797,5.6884012,0.63157895,2.7258859,0.0197748,1.0,12.26396349,0.98199818,15.78947368,23.05856248,-0.00558005
0.46165763,31.12132072,0.56802219,0.39558992,22.12704849,0.51880246,1.06245291,1.31420696,5.67033805,0.63157895,2.7258859,0.01989309,1.0,12.26396349,0.98199818,15.78947368,23.05856248,-0.00558005
0.46171549,31.27640343,0.56783843,0.39559862,22.17118645,0.5144605,1.0715009,1.31420696,5.71229151,0.63157895,2.7258859,0.02020716,1.0,12.26396349,0.98199818,15.78947368,23.05856248,-0.00558005
0.46177336,31.49567032,0.56785268,0.39564043,22.06608391,0.50121301,1.06085265,1.32293618,5.72511096,0.63157895,2.7258859,0.02002157,1.0,12.26396349,0.98199818,15.78947368,23.05856248,-0.00558005
0.46183124,31.33023453,0.56811988,0.39603555,22.01858139,0.49145719,1.05118084,1.29320431,5.68607055,0.63157895,2.7258859,0.01980539,1.0,12.26396349,0.98199818,15.78947368,23.05856248,-0.00558005
0.46188911,31.17508698,0.56826109,0.39849886,22.18798065,0.48735419,1.0497967,1.28235066,5.6872357,0.63157895,2.7258859,0.01987881,1.0,12.26396349,0.98199818,15.78947368,23.05856248,-0.00558005
0.46194699,31.12714386,0.56829244,0.39588052,22.156847,0.48735419,1.0497967,1.26119792,5.67325145,0.63157895,2.7258859,0.01994612,1.0,12.26396349,0.98199818,15.78947368,23.05856248,-0.00558005
0.46200485,31.18242455,0.56839418,0.39563197,22.23963928,0.4876422,1.04979999,1.26119792,5.679661,0.63157895,2.7258859,0.01989513,1.0,12.26396349,0.98199818,15.78947368,23.05856248,-0.00558005
0.46206274,31.15711594,0.56798792,0.39548221,22.23963928,0.4876422,1.082582,1.26210535,5.6878188,0.63157895,2.7258859,0.01982171,1.0,12.26396349,0.98199818,15.78947368,23.05856248,-0.00558005
0.46212058,31.14882278,0.56797117,0.39558858,22.23963999,0.4911519,1.10407686,1.2577306,5.66668793,0.63157895,2.71381311,0.01977047,1.0,12.21343122,0.98528838,15.78947368,22.88627327,-0.0205487
0.46217846,31.17027092,0.56839919,0.39612427,22.54764938,0.4911519,1.11369908,1.2577306,5.67597029,0.63157895,2.71381311,0.01978265,1.0,12.21343122,0.98528838,15.78947368,22.88627327,-0.0205487
0.46223633,31.1352787,0.56876212,0.39610276,22.54764938,0.50417566,1.11059189,1.27066088,5.64464394,0.63157895,2.71381311,0.01990853,1.0,12.21343122,0.98528838,15.78947368,22.88627327,-0.0205487
0.4622942,31.06778908,0.56836724,0.39738789,22.41581345,0.50620246,1.11059189,1.28530967,5.64348395,0.63157895,2.71381311,0.0198395,1.0,12.21343122,0.98528838,15.78947368,22.88627327,-0.0205487
0.46235208,31.11557961,0.56859791,0.39539641,22.23958969,0.51270944,1.14639688,1.28355932,5.64290343,0.63157895,2.71381311,0.01984356,1.0,12.21343122,0.98528838,15.78947368,22.88627327,-0.0205487
0.46240995,31.09017372,0.56858385,0.39620611,22.31011581,0.50444287,1.14713836,1.29885817,5.62898111,0.63157895,2.71381311,0.01969128,1.0,12.21343122,0.98528838,15.78947368,22.88627327,-0.0205487
0.46246782,31.04564095,0.5687564,0.39565805,22.2828846,0.49367204,1.14387453,1.2891022,5.7612461,0.63157895,2.71381311,0.01982123,1.0,12.21343122,0.98528838,15.78947368,22.88627327,-0.0205487
0.46252569,31.10171509,0.56666315,0.39603823,22.2828846,0.49367204,1.14872301,1.28189516,5.68003112,0.63157895,2.71381311,0.01980295,1.0,12.21343122,0.98528838,15.78947368,22.88627327,-0.0205487
0.46258356,31.09329224,0.5700658,0.39835247,22.34242439,0.49332789,1.14872301,1.29758406,5.62492028,0.63157895,2.71381311,0.01959992,1.0,12.21343122,0.98528838,15.78947368,22.88627327,-0.0205487
0.46264143,30.99672127,0.56716824,0.39564353,22.45202065,0.49668011,1.14856219,1.29758406,5.67829061,0.63157895,2.71381311,0.01968316,1.0,12.21343122,0.98528838,15.78947368,22.88627327,-0.0205487
0.4626993,31.03430748,0.57074964,0.39940995,22.45202065,0.49668011,1.15453887,1.28650689,5.62666078,0.63157895,2.71381311,0.01971768,1.0,12.21343122,0.98528838,15.78947368,22.88627327,-0.0205487
0.46275717,30.96454048,0.56789339,0.40004027,22.42436981,0.48869625,1.163535,1.26856089,5.61911893,0.63157895,2.71381311,0.01974813,1.0,12.21343122,0.98528838,15.78947368,22.88627327,-0.0205487
0.46281506,31.02015495,0.56899887,0.40251648,22.51514244,0.48239079,1.17214596,1.28460383,5.72371831,0.63157895,2.74252892,0.01990785,1.0,12.14941244,0.98623351,15.78947368,22.74046778,-0.02423771
0.46287292,30.99900436,0.56849724,0.40014231,22.23369408,0.48067418,1.15475285,1.27301228,5.67916347,0.63157895,2.74252892,0.01978884,1.0,12.14941244,0.98623351,15.78947368,22.74046778,-0.02423771
0.46293078,31.06830025,0.5687198,0.39768118,22.32445908,0.48067418,1.1548996,1.29273582,5.71726927,0.63157895,2.74252892,0.02008226,1.0,12.14941244,0.98623351,15.78947368,22.74046778,-0.02423771
0.46298865,31.1191082,0.56861633,0.39814088,22.48862267,0.49421528,1.15647662,1.28669655,5.66567979,0.63157895,2.74252892,0.01999198,1.0,12.14941244,0.98623351,15.78947368,22.74046778,-0.02423771
0.46304653,30.9131546,0.56845301,0.39587438,22.48965454,0.50293809,1.15647662,1.27365816,5.68678442,0.63157895,2.74252892,0.01986066,1.0,12.14941244,0.98623351,15.78947368,22.74046778,-0.02423771
0.4631044,30.86016464,0.56869501,0.39567393,22.67124557,0.50297415,1.15381312,1.26386321,5.66450717,0.63157895,2.74252892,0.01989759,1.0,12.14941244,0.98623351,15.78947368,22.74046778,-0.02423771
0.46316227,30.91061974,0.56861067,0.39583606,22.71894455,0.50297415,1.15449703,1.24054599,5.69499203,0.63157895,2.74252892,0.01986066,1.0,12.14941244,0.98623351,15.78947368,22.74046778,-0.02423771
0.46322014,30.9708004,0.5683732,0.39648119,22.69509125,0.49939391,1.15449703,1.24054599,5.69499203,0.63157895,2.74252892,0.02003301,1.0,12.14941244,0.98623351,15.78947368,22.74046778,-0.02423771
0.46327802,31.17030334,0.5685398,0.39722043,22.69509125,0.49939391,1.13008964,1.23828661,5.73133961,0.63157895,2.74252892,0.02004122,1.0,12.14941244,0.98623351,15.78947368,22.74046778,-0.02423771
0.46333589,31.01721573,0.56856924,0.39675057,22.63353539,0.49939391,1.13862658,1.23001122,5.68854334,0.63157895,2.74252892,0.01984014,1.0,12.14941244,0.98623351,15.78947368,22.74046778,-0.02423771
0.46339375,30.93854523,0.56854355,0.3961167,22.60551071,0.515136,1.15844548,1.25236773,5.68033573,0.63157895,2.74252892,0.01999608,1.0,12.14941244,0.98623351,15.78947368,22.74046778,-0.02423771
0.46345162,30.92234802,0.56851417,0.3989698,22.34867477,0.5185132,1.16444886,1.25540662,5.68561215,0.63157895,2.74252892,0.01989964,1.0,12.14941244,0.98623351,15.78947368,22.74046778,-0.02423771
0.4635095,30.92290115,0.56826341,0.39631474,22.42879868,0.51637173,1.16913986,1.23695576,5.8331642,0.63157895,2.82623348,0.02049642,1.0,11.97363633,0.98460975,15.78947368,22.71894701,-0.03201396
0.46356737,30.92909622,0.56838387,0.39569139,22.42879868,0.51637173,1.17212093,1.24211025,5.8748502,0.63157895,2.82623348,0.02060638,1.0,11.97363633,0.98460975,15.78947368,22.71894701,-0.03201396
0.46362524,30.93089485,0.56843597,0.39611548,22.42879868,0.50204808,1.17166471,1.24211025,5.82893514,0.63157895,2.82623348,0.02041185,1.0,11.97363633,0.98460975,15.78947368,22.71894701,-0.03201396
0.46368312,30.97757149,0.56853658,0.39570788,23.44125366,0.49068996,1.16566193,1.26079226,5.85310108,0.63157895,2.82623348,0.02054929,1.0,11.97363633,0.98460975,15.78947368,22.71894701,-0.03201396
0.46374098,31.03331375,0.568519,0.39580783,24.36937332,0.49233297,1.16878462,1.25403214,5.86699593,0.63157895,2.82623348,0.02057466,1.0,11.97363633,0.98460975,15.78947368,22.71894701,-0.03201396
0.46379885,30.94407654,0.56814635,0.3956863,23.95615768,0.49233297,1.1683172,1.25940835,5.83256,0.63157895,2.82623348,0.02033995,1.0,11.97363633,0.98460975,15.78947368,22.71894701,-0.03201396
0.46385672,30.96637535,0.56844133,0.39583281,23.95615768,0.49233297,1.16076934,1.25940835,5.91472324,0.63157895,2.82623348,0.02057678,1.0,11.97363633,0.98460975,15.78947368,22.71894701,-0.03201396
0.4639146,31.05854988,0.56848371,0.39569989,23.26534271,0.4981831,1.16718519,1.26761079,5.86639209,0.63157895,2.82623348,0.02060003,1.0,11.97363633,0.98460975,15.78947368,22.71894701,-0.03201396
0.46397247,31.06519508,0.56814981,0.39561963,22.92608261,0.48810652,1.16134167,1.26903975,5.88693281,0.63157895,2.82623348,0.02055352,1.0,11.97363633,0.98460975,15.78947368,22.71894701,-0.03201396
0.46403034,30.94809341,0.56830603,0.3960295,22.92608261,0.48810652,1.15638375,1.28124845,5.8277271,0.63157895,2.82623348,0.020507,1.0,11.97363633,0.98460975,15.78947368,22.71894701,-0.03201396
0.46408823,30.95427895,0.5684073,0.39842519,22.92608999,0.48810652,1.15128899,1.27564001,5.84162231,0.63157895,2.82623348,0.02058523,1.0,11.97363633,0.98460975,15.78947368,22.71894701,-0.03201396
0.46414607,31.01288223,0.56821865,0.39647883,22.92608999,0.50174767,1.15923095,1.26656127,5.87182919,0.63157895,2.82623348,0.02051968,1.0,11.97363633,0.98460975,15.78947368,22.71894701,-0.03201396
0.46420395,31.00291443,0.56822592,0.39812657,22.41790962,0.52129614,1.17496681,1.27836132,5.94640987,0.63157895,2.8647834,0.02069455,1.0,12.07823393,0.98362169,15.78947368,22.94556373,-0.02866325
0.46426183,30.9470253,0.568214,0.39602774,22.53896141,0.52129614,1.18414533,1.27836132,5.93783639,0.63157895,2.8647834,0.02071598,1.0,12.07823393,0.98362169,15.78947368,22.94556373,-0.02866325
0.46431969,30.88335037,0.56832308,0.39573377,22.54502869,0.52642071,1.18554223,1.24866116,5.92130223,0.63157895,2.8647834,0.02069455,1.0,12.07823393,0.98362169,15.78947368,22.94556373,-0.02866325
0.46437757,30.99705124,0.56819862,0.3968353,22.54502869,0.52642071,1.19291854,1.23357606,5.93844846,0.63157895,2.8647834,0.02071813,1.0,12.07823393,0.98362169,15.78947368,22.94556373,-0.02866325
0.46443544,31.02161217,0.56814414,0.39599562,22.39891815,0.53153861,1.19291854,1.21829212,5.96661869,0.63157895,2.8647834,0.02076957,1.0,12.07823393,0.98362169,15.78947368,22.94556373,-0.02866325
0.46449331,30.96349335,0.56813669,0.39624545,22.39891815,0.53153861,1.21142447,1.21829212,5.93477453,0.63157895,2.8647834,0.02079529,1.0,12.07823393,0.98362169,15.78947368,22.94556373,-0.02866325
0.46455117,30.9756546,0.56817669,0.39591208,22.67710495,0.54387206,1.18865681,1.18099916,5.984377,0.63157895,2.8647834,0.02085101,1.0,12.07823393,0.98362169,15.78947368,22.94556373,-0.02866325
0.46460905,31.03516197,0.56914455,0.39602843,24.64276886,0.53673619,1.17006111,1.19091022,5.96723076,0.63157895,2.8647834,0.02086816,1.0,12.07823393,0.98362169,15.78947368,22.94556373,-0.02866325
0.46466692,31.05533981,0.56724471,0.39527142,24.53658867,0.53537595,1.16549492,1.24413526,5.97764158,0.63157895,2.8647834,0.020791,1.0,12.07823393,0.98362169,15.78947368,22.94556373,-0.02866325
0.4647248,30.95702171,0.56820905,0.39636686,23.93004417,0.54149789,1.17961109,1.24736941,5.90721749,0.63157895,2.8647834,0.02072884,1.0,12.07823393,0.98362169,15.78947368,22.94556373,-0.02866325
0.46478266,30.96707916,0.56821775,0.39639908,23.62960434,0.55205578,1.18369246,1.2513274,5.94457254,0.63157895,2.8647834,0.02072242,1.0,12.07823393,0.98362169,15.78947368,22.94556373,-0.02866325
0.46484053,30.93569374,0.56815684,0.3973138,23.14210892,0.56144059,1.19043076,1.27408552,5.9194649,0.63157895,2.8647834,0.02073956,1.0,12.07823393,0.98362169,15.78947368,22.94556373,-0.02866325
0.4648984,31.0061512,0.56827474,0.3960391,22.9695549,0.56144059,1.20817113,1.26453531,6.00973685,0.63157895,2.88726412,0.02112265,1.0,12.09269675,0.97959404,15.78947368,23.06542001,-0.00919036
0.46495627,31.04450989,0.5684641,0.39761925,22.9695549,0.56207597,1.20817113,1.25996578,5.98566668,0.63157895,2.88726412,0.02090015,1.0,12.09269675,0.97959404,15.78947368,23.06542001,-0.00919036
0.46501415,31.07349968,0.56838626,0.39610615,22.72624969,0.56207597,1.20817999,1.2358712,6.029487,0.63157895,2.88726412,0.02115505,1.0,12.09269675,0.97959404,15.78947368,23.06542001,-0.00919036
0.46507202,31.1111145,0.56829727,0.39661968,22.57758331,0.56207999,1.1826458,1.26248562,6.03072113,0.63157895,2.88726412,0.0209736,1.0,12.09269675,0.97959404,15.78947368,23.06542001,-0.00919036
0.46512988,31.08676147,0.56814104,0.39828062,22.50429153,0.56298071,1.18586576,1.2712065,5.94801776,0.63157895,2.88726412,0.02099952,1.0,12.09269675,0.97959404,15.78947368,23.06542001,-0.00919036
0.46518775,31.03481102,0.56812787,0.39869574,22.42632484,0.54851615,1.19145453,1.25624394,5.97332279,0.63157895,2.88726412,0.02097576,1.0,12.09269675,0.97959404,15.78947368,23.06542001,-0.00919036
0.46524563,31.0710392,0.56808716,0.39885762,22.28925323,0.53668642,1.19145453,1.23709679,6.01961174,0.63157895,2.88726412,0.02097791,1.0,12.09269675,0.97959404,15.78947368,23.06542001,-0.00919036
0.4653035,31.07754707,0.56844336,0.39654225,22.3583374,0.52262741,1.21334255,1.21569109,5.97517417,0.63157895,2.88726412,0.02116369,1.0,12.09269675,0.97959404,15.78947368,23.06542001,-0.00919036
0.46536137,30.94556618,0.56807011,0.39571229,22.51543427,0.51920593,1.22603095,1.20716953,5.98813568,0.63157895,2.88726412,0.02085047,1.0,12.09269675,0.97959404,15.78947368,23.06542001,-0.00919036
0.46541924,30.97361755,0.56808066,0.39638078,22.48064804,0.51984769,1.22182763,1.21071029,6.00541647,0.63157895,2.88726412,0.02103192,1.0,12.09269675,0.97959404,15.78947368,23.06542001,-0.00919036
0.46547712,31.06809425,0.5685491,0.3967146,22.58798981,0.52140182,1.21864831,1.2264235,6.00726822,0.63157895,2.88726412,0.0210168,1.0,12.09269675,0.97959404,15.78947368,23.06542001,-0.00919036
0.46553498,31.08309937,0.56834447,0.39629024,22.56867981,0.51693678,1.21927702,1.2264235,6.01961174,0.63157895,2.88726412,0.02106216,1.0,12.09269675,0.97959404,15.78947368,23.06542001,-0.00919036
0.46559285,30.94974136,0.56838346,0.39754084,22.29409409,0.5155564,1.21054888,1.22481036,5.94813916,0.63157895,2.86325768,0.0207735,1.0,12.10270934,0.97977312,15.78947368,23.08098459,-0.01020079
0.46565072,30.91696548,0.56804842,0.3960053,22.0477066,0.5155564,1.20551884,1.25776935,5.89917523,0.63157895,2.86325768,0.02085491,1.0,12.10270934,0.97977312,15.78947368,23.08098459,-0.01020079
0.4657086,30.91622543,0.56830859,0.39678356,22.0477066,0.51989573,1.21529484,1.23961675,5.89856238,0.63157895,2.86325768,0.0207735,1.0,12.10270934,0.97977312,15.78947368,23.08098459,-0.01020079
0.46576647,30.91065788,0.56820327,0.39637527,22.27563477,0.51989573,1.21529484,1.24064815,5.93528579,0.63157895,2.86325768,0.02082706,1.0,12.10270934,0.97977312,15.78947368,23.08098459,-0.01020079
0.46582435,31.08864212,0.56946164,0.39593804,22.27563477,0.51989999,1.20349133,1.20900321,5.9401831,0.63157895,2.86325768,0.02086562,1.0,12.10270934,0.97977312,15.78947368,23.08098459,-0.01020079
0.46588222,31.02863312,0.56907111,0.39665377,22.27626038,0.51989999,1.20423555,1.20556712,5.92732936,0.63157895,2.86325768,0.02073708,1.0,12.10270934,0.97977312,15.78947368,23.08098459,-0.01020079
0.46594008,30.97880936,0.56773043,0.3959375,22.36349487,0.50537652,1.20349121,1.20556712,5.9573202,0.63157895,2.86325768,0.02084634,1.0,12.10270934,0.97977312,15.78947368,23.08098459,-0.01020079
0.46599796,30.96078491,0.56859404,0.39588174,22.24936867,0.50537652,1.23073936,1.20556999,5.95242362,0.63157895,2.86325768,0.02088275,1.0,12.10270934,0.97977312,15.78947368,23.08098459,-0.01020079
0.46605583,31.14731216,0.56832695,0.3957037,22.24559021,0.51569486,1.23073936,1.20556999,5.96833722,0.63157895,2.86325768,0.02102199,1.0,12.10270934,0.97977312,15.78947368,23.08098459,-0.01020079
0.46611371,31.12342834,0.56844735,0.39575955,22.26038361,0.51569486,1.24391663,1.21183228,5.97506978,0.63157895,2.86325768,0.02091489,1.0,12.10270934,0.97977312,15.78947368,23.08098459,-0.01020079
0.46617158,31.19145966,0.56856734,0.39918101,22.20488739,0.53223914,1.23867369,1.22536182,5.96405276,0.63157895,2.86325768,0.02092774,1.0,12.10270934,0.97977312,15.78947368,23.08098459,-0.01020079
0.46622945,31.1445179,0.56838888,0.39782411,22.20488739,0.53223914,1.23032904,1.23713231,5.96772547,0.63157895,2.86325768,0.0209663,1.0,12.10270934,0.97977312,15.78947368,23.08098459,-0.01020079
0.46628733,31.16279984,0.56859809,0.3961072,22.20488739,0.53057539,1.19283605,1.21810174,5.90038989,0.63157895,2.85437075,0.02068126,1.0,11.99774866,0.97857247,15.78947368,22.90217749,-0.00294432
0.46634519,31.1183567,0.56856734,0.39555138,22.10783005,0.53736621,1.17946482,1.20085204,5.95164345,0.63157895,2.85437075,0.02094607,1.0,11.99774866,0.97857247,15.78947368,22.90217749,-0.00294432
0.46640307,31.10775375,0.56865269,0.39571005,22.10783005,0.53736621,1.15247011,1.20085204,5.95835512,0.63157895,2.85437075,0.02077309,1.0,11.99774866,0.97857247,15.78947368,22.90217749,-0.00294432
0.46646094,31.0524807,0.56848407,0.39558986,21.89175034,0.52905017,1.13600922,1.21582568,5.91137309,0.63157895,2.85437075,0.02074533,1.0,11.99774866,0.97857247,15.78947368,22.90217749,-0.00294432
0.46651881,30.94225502,0.56875825,0.39637938,21.85303116,0.52905017,1.11338639,1.22700667,5.91076287,0.63157895,2.85437075,0.02067486,1.0,11.99774866,0.97857247,15.78947368,22.90217749,-0.00294432
0.46657669,30.95221901,0.56882679,0.39669123,21.85303116,0.53293151,1.09509158,1.23532331,5.86744178,0.63157895,2.85437075,0.02073251,1.0,11.99774866,0.97857247,15.78947368,22.90217749,-0.00294432
0.46663456,30.9611702,0.56848449,0.39616683,21.84579086,0.51672733,1.08676684,1.21652842,5.9162541,0.63157895,2.85437075,0.02078377,1.0,11.99774866,0.97857247,15.78947368,22.90217749,-0.00294432
0.46669244,31.06461525,0.56846148,0.39578766,21.84579086,0.51672733,1.08676684,1.18512309,5.91747453,0.63157895,2.85437075,0.02083929,1.0,11.99774866,0.97857247,15.78947368,22.90217749,-0.00294432
0.46675031,31.02293777,0.56863976,0.399279,21.95562553,0.487434,1.08676999,1.19510043,5.90710156,0.63157895,2.85437075,0.02070902,1.0,11.99774866,0.97857247,15.78947368,22.90217749,-0.00294432
0.46680817,31.02550507,0.56838167,0.39883965,22.10289574,0.47568628,1.08307278,1.20649588,5.94859236,0.63157895,2.85437075,0.02077096,1.0,11.99774866,0.97857247,15.78947368,22.90217749,-0.00294432
0.46686605,31.01463509,0.5686481,0.39848003,22.16199875,0.47092456,1.08601367,1.20649588,5.91442345,0.63157895,2.85437075,0.02072184,1.0,11.99774866,0.97857247,15.78947368,22.90217749,-0.00294432
0.46692392,31.02521896,0.56857502,0.39585501,22.12040901,0.47092456,1.08172166,1.2603507,5.95713468,0.63157895,2.85437075,0.02068981,1.0,11.99774866,0.97857247,15.78947368,22.90217749,-0.00294432
0.4669818,31.02884674,0.56865686,0.39561301,22.03924561,0.47582257,1.07797229,1.22252452,5.86072026,0.63157895,2.81191761,0.02040943,1.0,11.96662067,0.97943453,15.78947368,22.82151752,-0.00676476
0.46703967,30.9420681,0.56860685,0.39570495,21.96589851,0.48608723,1.0836401,1.22252452,5.83787866,0.63157895,2.81191761,0.02034843,1.0,11.96662067,0.97943453,15.78947368,22.82151752,-0.00676476
0.46709755,30.95486069,0.56851935,0.39563626,21.89007187,0.48608723,1.09767461,1.18490577,5.82946375,0.63157895,2.81191761,0.02041574,1.0,11.96662067,0.97943453,15.78947368,22.82151752,-0.00676476
0.46715541,30.95277596,0.5686636,0.39588726,21.9871788,0.49603793,1.09254706,1.2756387,5.84028287,0.63157895,2.81191761,0.02037788,1.0,11.96662067,0.97943453,15.78947368,22.82151752,-0.00676476
0.46721328,30.93164253,0.56890267,0.39567447,22.08381653,0.51463747,1.10835838,1.25198877,5.84990078,0.63157895,2.81191761,0.02043468,1.0,11.96662067,0.97943453,15.78947368,22.82151752,-0.00676476
0.46727116,30.9431076,0.56811589,0.3953611,22.12011719,0.53312218,1.12595439,1.24907088,5.83126646,0.63157895,2.81191761,0.02037157,1.0,11.96662067,0.97943453,15.78947368,22.82151752,-0.00676476
0.46732903,31.00566101,0.56828135,0.39594221,22.09038544,0.53312218,1.13049781,1.23317194,5.84929964,0.63157895,2.81191761,0.02056301,1.0,11.96662067,0.97943453,15.78947368,22.82151752,-0.00676476
0.46738691,30.93987846,0.56828433,0.39537653,22.0253849,0.54867429,1.13195205,1.24666417,5.83367175,0.63157895,2.81191761,0.02049148,1.0,11.96662067,0.97943453,15.78947368,22.82151752,-0.00676476
0.46744479,30.94924355,0.56860149,0.39572835,22.04745865,0.54867429,1.1461792,1.25339377,5.80662287,0.63157895,2.81191761,0.02041154,1.0,11.96662067,0.97943453,15.78947368,22.82151752,-0.00676476
0.46750265,30.96405029,0.56841534,0.39709237,22.10507202,0.55118579,1.1461792,1.25339377,5.86011876,0.63157895,2.81191761,0.02050831,1.0,11.96662067,0.97943453,15.78947368,22.82151752,-0.00676476
0.46756052,30.97386932,0.56850058,0.39632013,22.10507202,0.55118579,1.16694021,1.25339999,5.84028287,0.63157895,2.81191761,0.0204999,1.0,11.96662067,0.97943453,15.78947368,22.82151752,-0.00676476
0.46761839,30.98758125,0.56834203,0.39757529,22.00490761,0.54657233,1.16677654,1.25400317,5.83186832,0.63157895,2.81191761,0.02037577,1.0,11.96662067,0.97943453,15.78947368,22.82151752,-0.00676476
0.46767627,31.03756523,0.56827152,0.39838251,22.05225372,0.53945172,1.1730597,1.23650312,5.8494309,0.63157895,2.81255881,0.02058033,1.0,11.89461947,0.98083531,15.78947368,22.64875541,-0.01265838
0.46773414,31.07077026,0.56823474,0.39642227,22.05225372,0.53945172,1.19262731,1.23000872,5.83019141,0.63157895,2.81255881,0.02041619,1.0,11.89461947,0.98083531,15.78947368,22.64875541,-0.01265838
0.46779203,31.08585739,0.56820923,0.39603111,21.74308395,0.5297873,1.19262731,1.25009632,5.82538189,0.63157895,2.81255881,0.02044565,1.0,11.89461947,0.98083531,15.78947368,22.64875541,-0.01265838
0.46784989,31.04956245,0.56822324,0.39555848,21.78097534,0.5297873,1.22556984,1.24570215,5.83139433,0.63157895,2.81255881,0.02054245,1.0,11.89461947,0.98083531,15.78947368,22.64875541,-0.01265838
0.46790776,31.09681511,0.56821221,0.39583385,21.80283356,0.51953185,1.22749102,1.25997269,5.86265761,0.63157895,2.81255881,0.02061399,1.0,11.89461947,0.98083531,15.78947368,22.64875541,-0.01265838
0.46796563,31.07574463,0.56806427,0.39761442,21.80283356,0.51953185,1.22004294,1.26376283,5.85003182,0.63157895,2.81255881,0.02044986,1.0,11.89461947,0.98083531,15.78947368,22.64875541,-0.01265838
0.4680235,31.02046013,0.5680241,0.39601988,21.80283356,0.51953185,1.2421267,1.26376283,5.83680476,0.63157895,2.81255881,0.02038673,1.0,11.89461947,0.98083531,15.78947368,22.64875541,-0.01265838
0.46808137,30.98919487,0.56829357,0.3956528,22.10458755,0.52102703,1.25618958,1.26376999,5.82538189,0.63157895,2.81255881,0.02051299,1.0,11.89461947,0.98083531,15.78947368,22.64875541,-0.01265838
